"state_county","trump","biden","others"
"ohio,fulton",15731,6664,375
"ohio,gallia",10645,2990,164
"ohio,geauga",34143,21201,677
"ohio,greene",52072,34798,1773
"ohio,guernsey",13407,4577,246
"ohio,hamilton",177886,246266,6777
"ohio,hancock",26310,11757,704
"ohio,hardin",9949,3062,236
"ohio,harrison",5792,1768,95
"ohio,henry",10479,4062,223
"ohio,highland",15678,3799,199
"ohio,hocking",9737,3880,207
"ohio,holmes",10796,1994,157
"ohio,huron",18956,7759,475
"ohio,jackson",11309,3311,174
"ohio,jefferson",22828,10018,516
"ohio,knox",22340,8589,469
"ohio,lake",73278,55514,1717
"ohio,lawrence",20306,7489,332
"ohio,licking",59514,33055,1641
"ohio,logan",17964,5055,349
"ohio,lorain",79520,75667,2250
"ohio,lucas",81763,115411,3449
"ohio,madison",13835,5698,322
"ohio,mahoning",59903,57641,1422
"ohio,marion",19023,8269,526
"ohio,medina",64598,39800,1427
"ohio,meigs",8316,2492,143
"ohio,mercer",19452,4030,279
"ohio,miami",41371,15663,938
"ohio,monroe",5463,1605,80
"ohio,montgomery",129034,135064,4407
"ohio,morgan",5041,1725,81
"ohio,morrow",14077,4048,332
"ohio,muskingum",27867,11971,627
"ohio,noble",5135,1170,38
"ohio,ottawa",14628,9008,371
"ohio,paulding",7086,2213,168
"ohio,perry",12357,4098,220
"ohio,pickaway",20593,7304,374
"ohio,pike",9157,3110,145
"ohio,portage",45990,35661,1221
"ohio,preble",17022,4493,294
"ohio,putnam",16412,3195,314
"ohio,richland",41472,17640,863
"ohio,ross",22278,10557,464
"ohio,sandusky",18896,10596,582
"ohio,scioto",22609,9080,358
"ohio,seneca",17086,8266,458
"ohio,shelby",20422,4465,371
"ohio,stark",111097,75904,2878
"ohio,summit",124833,151668,3972
"ohio,trumbull",55194,44519,1288
"ohio,tuscarawas",30458,12889,668
"ohio,union",21669,11141,635
"ohio,van wert",11650,3067,248
"ohio,vinton",4632,1331,67
"ohio,warren",87988,46069,2043
"ohio,washington",22307,9243,481
"ohio,wayne",36759,16660,864
"ohio,williams",13452,4842,357
"ohio,wood",35757,30617,1223
"ohio,wyandot",8462,2733,195
"oklahoma,adair",5585,1387,136
"oklahoma,alfalfa",1978,232,52
"oklahoma,atoka",4557,765,67
"oklahoma,beaver",1968,190,20
"oklahoma,beckham",6767,1048,133
"oklahoma,blaine",3136,688,77
"oklahoma,bryan",12344,3323,309
"oklahoma,caddo",7013,2670,176
"oklahoma,canadian",43550,16742,1648
"oklahoma,carter",14699,4470,310
"oklahoma,cherokee",11223,6027,464
"oklahoma,choctaw",4698,1082,52
"oklahoma,cimarron",970,70,14
"oklahoma,cleveland",66677,49827,3274
"oklahoma,coal",2091,374,59
"oklahoma,comanche",20905,13747,979
"oklahoma,cotton",2117,393,62
"oklahoma,craig",4686,1217,129
"oklahoma,creek",23294,6577,634
"oklahoma,custer",8060,2369,262
"oklahoma,delaware",13557,3472,216
"oklahoma,dewey",2124,214,21
"oklahoma,ellis",1688,162,23
"oklahoma,garfield",16970,4919,541
"oklahoma,garvin",8878,1865,179
"oklahoma,grady",18538,4144,419
"oklahoma,grant",1916,280,30
"oklahoma,greer",1605,328,40
"oklahoma,harmon",747,177,9
"oklahoma,harper",1327,136,24
"oklahoma,haskell",4165,783,66
"oklahoma,hughes",3875,919,63
"oklahoma,jackson",6392,1646,183
"oklahoma,jefferson",2026,319,40
"oklahoma,johnston",3441,738,72
"oklahoma,kay",12834,4040,375
"oklahoma,kingfisher",5521,854,90
"oklahoma,kiowa",2673,699,55
"oklahoma,latimer",3437,762,50
"oklahoma,leflore",15213,3299,293
"oklahoma,lincoln",12013,2609,266
"oklahoma,logan",15608,5455,511
"oklahoma,love",3305,711,60
"oklahoma,mcclain",15295,3582,359
"oklahoma,mccurtain",9485,1858,124
"oklahoma,mcintosh",6172,2031,132
"oklahoma,major",3084,320,63
"oklahoma,marshall",4891,1100,73
"oklahoma,mayes",12749,3581,296
"oklahoma,murray",4612,1156,126
"oklahoma,muskogee",16526,8027,528
"oklahoma,noble",3821,1003,114
"oklahoma,nowata",3610,712,69
"oklahoma,okfuskee",3058,896,84
"oklahoma,oklahoma",145050,141724,7966
"oklahoma,okmulgee",9668,4357,288
"oklahoma,osage",14121,6002,415
"oklahoma,ottawa",8545,2686,207
"oklahoma,pawnee",5267,1363,156
"oklahoma,payne",17813,10904,926
"oklahoma,pittsburg",13851,3768,305
"oklahoma,pontotoc",10805,4117,398
"oklahoma,pottawatomie",20240,7275,670
"oklahoma,pushmataha",4016,668,55
"oklahoma,roger mills",1629,168,37
"oklahoma,rogers",34031,9589,933
"oklahoma,seminole",6011,2150,176
"oklahoma,sequoyah",12113,3035,238
"oklahoma,stephens",15560,3154,343
"oklahoma,texas",4505,894,122
"oklahoma,tillman",2076,597,35
"oklahoma,tulsa",150574,108996,7108
"oklahoma,wagoner",26165,8464,709
"oklahoma,washington",17076,5790,635
"oklahoma,washita",4086,598,93
"oklahoma,woods",2993,591,94
"oklahoma,woodward",6611,1005,169
"oregon,baker",7352,2346,234
"oregon,benton",14878,35827,2094
"oregon,clackamas",110509,139043,8127
"oregon,clatsop",10218,12916,776
"oregon,columbia",17150,13835,1236
"oregon,coos",21829,14243,1003
"oregon,crook",11287,3801,360
"oregon,curry",8484,6058,383
"oregon,deschutes",55646,65962,3626
"oregon,douglas",43298,19160,1891
"oregon,gilliam",834,324,20
"oregon,grant",3545,929,122
"oregon,harney",3475,894,112
"oregon,hood river",3955,8764,371
"oregon,jackson",63869,59478,3818
"oregon,jefferson",7189,4393,331
"oregon,josephine",31751,18451,1439
"oregon,klamath",25308,10388,1030
"oregon,lake",3470,792,101
"oregon,lane",80336,134366,7551
"oregon,lincoln",12460,17385,881
"oregon,linn",43486,26512,2642
"oregon,malheur",8187,3260,357
"oregon,marion",79002,80872,5660
"oregon,morrow",3586,1371,161
"oregon,multnomah",82995,367249,13415
"oregon,polk",23732,22917,1642
"oregon,sherman",921,260,27
"oregon,tillamook",8354,8066,468
"oregon,umatilla",21270,10707,1061
"oregon,union",10298,4254,392
"oregon,wallowa",3404,1625,120
"oregon,wasco",7035,6604,491
"oregon,washington",99073,209940,11313
"oregon,wheeler",711,217,37
"oregon,yamhill",29551,27174,2198
"pennsylvania,adams",37523,18207,984
"pennsylvania,allegheny",282913,430759,11128
"pennsylvania,armstrong",27489,8457,424
"pennsylvania,beaver",54759,38122,1241
"pennsylvania,bedford",23025,4367,227
"pennsylvania,berks",109736,92895,2909
"pennsylvania,blair",45306,17636,767
"pennsylvania,bradford",21600,8046,570
"pennsylvania,bucks",187367,204712,4155
"pennsylvania,butler",74359,37508,1495
"pennsylvania,cambria",48085,21730,759
"pennsylvania,cameron",1771,634,35
"pennsylvania,carbon",21984,11212,433
"pennsylvania,centre",36372,40055,1066
"pennsylvania,chester",128565,182372,4816
"pennsylvania,clarion",14578,4678,237
"pennsylvania,clearfield",29203,9673,620
"pennsylvania,clinton",11902,5502,249
"pennsylvania,columbia",20098,10532,541
"pennsylvania,crawford",28559,12924,521
"pennsylvania,cumberland",77212,62245,2450
"pennsylvania,dauphin",66408,78983,1977
"pennsylvania,delaware",118532,206423,4051
"pennsylvania,elk",12140,4522,282
"pennsylvania,erie",66869,68286,1928
"pennsylvania,fayette",41227,20444,468
"pennsylvania,forest",1882,728,44
"pennsylvania,franklin",57245,22422,1116
"pennsylvania,fulton",6824,1085,68
"pennsylvania,greene",12579,4911,179
"pennsylvania,huntingdon",17061,5445,286
"pennsylvania,indiana",28089,12634,475
"pennsylvania,jefferson",17960,4527,375
"pennsylvania,juniata",9649,2253,157
"pennsylvania,lackawanna",52334,61991,1085
"pennsylvania,lancaster",160209,115847,5319
"pennsylvania,lawrence",29597,15978,501
"pennsylvania,lebanon",46731,23932,1195
"pennsylvania,lehigh",84259,98288,2166
"pennsylvania,luzerne",86929,64873,1519
"pennsylvania,lycoming",41462,16971,877
"pennsylvania,mckean",14083,5098,285
"pennsylvania,mercer",36143,21067,907
"pennsylvania,mifflin",16670,4603,229
"pennsylvania,monroe",38726,44060,1043
"pennsylvania,montgomery",185460,319511,5186
"pennsylvania,montour",5844,3771,202
"pennsylvania,northampton",83854,85087,2458
"pennsylvania,northumberland",28952,12677,654
"pennsylvania,perry",18293,5950,461
"pennsylvania,philadelphia",132740,603790,4847
"pennsylvania,pike",19213,13019,322
"pennsylvania,potter",7239,1726,99
"pennsylvania,schuylkill",48871,20727,1005
"pennsylvania,snyder",13983,4910,288
"pennsylvania,somerset",31466,8654,423
"pennsylvania,sullivan",2619,921,55
"pennsylvania,susquehanna",15207,6236,370
"pennsylvania,tioga",15742,4955,378
"pennsylvania,union",12356,7475,361
"pennsylvania,venango",18569,7585,374
"pennsylvania,warren",14237,6066,347
"pennsylvania,washington",72080,45088,1583
"pennsylvania,wayne",18637,9191,318
"pennsylvania,westmoreland",130218,72129,2836
"pennsylvania,wyoming",9936,4704,218
"pennsylvania,york",146733,88114,4301
"rhode island,barrington",2889,7713,230
"rhode island,bristol",4595,6813,249
"rhode island,burrillville",4906,3434,198
"rhode island,central falls",1113,3073,86
"rhode island,charlestown",2198,2909,113
"rhode island,coventry",10461,9123,420
"rhode island,cranston",17313,23039,701
"rhode island,cumberland",8418,10869,391
"rhode island,east greenwich",3227,5218,202
"rhode island,east providence",7930,14735,488
"rhode island,exeter",2009,1974,99
"rhode island,foster",1582,1224,59
"rhode island,glocester",3351,2638,124
"rhode island,hopkinton",2423,2298,125
"rhode island,jamestown",1212,2795,77
"rhode island,johnston",8222,6838,203
"rhode island,lincoln",5779,6633,259
"rhode island,little compton",951,1524,60
"rhode island,middletown",2885,5529,194
"rhode island,narragansett",3551,5333,146
"rhode island,newport",2662,7866,184
"rhode island,new shoreham",195,748,12
"rhode island,north kingstown",6633,10534,410
"rhode island,north providence",7129,9438,284
"rhode island,north smithfield",3550,3507,149
"rhode island,pawtucket",7257,18053,478
"rhode island,portsmouth",3995,6649,273
"rhode island,providence",10186,45941,1040
"rhode island,richmond",2343,2346,119
"rhode island,scituate",3806,2735,142
"rhode island,smithfield",5744,5566,218
"rhode island,south kingstown",5003,11254,431
"rhode island,tiverton",4017,5123,152
"rhode island,warren",2261,3524,141
"rhode island,warwick",19578,25845,1018
"rhode island,westerly",5463,7153,238
"rhode island,west greenwich",2242,1693,65
"rhode island,west warwick",6493,7234,274
"rhode island,woonsocket",6265,7289,284
"south carolina,abbeville",8215,4101,117
"south carolina,aiken",51589,32275,1321
"south carolina,allendale",835,2718,40
"south carolina,anderson",67565,27169,1359
"south carolina,bamberg",2417,4010,55
"south carolina,barnwell",5492,4720,109
"south carolina,beaufort",53194,43419,1222
"south carolina,berkeley",57397,45223,1838
"south carolina,calhoun",4305,3905,81
"south carolina,charleston",93297,121485,4075
"south carolina,cherokee",18043,6983,244
"south carolina,chester",8660,6941,156
"south carolina,chesterfield",11297,7431,148
"south carolina,clarendon",8361,8250,122
"south carolina,colleton",10440,8602,241
"south carolina,darlington",16832,15220,365
"south carolina,dillon",6582,6436,83
"south carolina,dorchester",41913,33824,1541
"south carolina,edgefield",8184,4953,167
"south carolina,fairfield",4625,7382,129
"south carolina,florence",32615,31153,742
"south carolina,georgetown",20487,15822,359
"south carolina,greenville",150021,103030,5104
"south carolina,greenwood",19431,12145,430
"south carolina,hampton",3906,5323,76
"south carolina,horry",118821,59180,1743
"south carolina,jasper",7078,7185,131
"south carolina,kershaw",20471,12699,459
"south carolina,lancaster",30312,18937,619
"south carolina,laurens",20004,10159,325
"south carolina,lee",3008,5329,94
"south carolina,lexington",92817,49301,2450
"south carolina,mccormick",2958,2687,52
"south carolina,marion",5711,8872,121
"south carolina,marlboro",5044,6290,112
"south carolina,newberry",11443,6958,230
"south carolina,oconee",29698,10414,556
"south carolina,orangeburg",13603,27295,307
"south carolina,pickens",42907,13645,994
"south carolina,richland",58313,132570,2939
"south carolina,saluda",6210,2963,101
"south carolina,spartanburg",93560,52926,2169
"south carolina,sumter",21000,27379,541
"south carolina,union",8183,4935,139
"south carolina,williamsburg",5532,10289,164
"south carolina,york",82727,59008,2315
"south dakota,aurora",1052,317,36
"south dakota,beadle",4808,2107,166
"south dakota,bennett",694,466,23
"south dakota,bon homme",2235,721,45
"south dakota,brookings",8000,6110,457
"south dakota,brown",10580,6538,429
"south dakota,brule",1750,673,67
"south dakota,buffalo",183,352,14
"south dakota,butte",3731,939,132
"south dakota,campbell",747,117,9
"south dakota,charles mix",2552,1177,54
"south dakota,clark",1373,437,40
"south dakota,clay",2456,3083,159
"south dakota,codington",8958,3837,366
"south dakota,corson",647,622,14
"south dakota,custer",3852,1522,120
"south dakota,davison",5613,2648,193
"south dakota,day",1869,1052,43
"south dakota,deuel",1699,609,42
"south dakota,dewey",790,1131,45
"south dakota,douglas",1468,216,23
"south dakota,edmunds",1538,417,30
"south dakota,fall river",2878,1053,111
"south dakota,faulk",964,198,20
"south dakota,grant",2618,1056,71
"south dakota,gregory",1771,455,32
"south dakota,haakon",1026,105,6
"south dakota,hamlin",2372,647,64
"south dakota,hand",1433,373,30
"south dakota,hanson",1793,557,38
"south dakota,harding",748,49,16
"south dakota,hughes",5522,2953,248
"south dakota,hutchinson",2944,762,61
"south dakota,hyde",564,136,10
"south dakota,jackson",738,359,18
"south dakota,jerauld",721,270,15
"south dakota,jones",498,90,11
"south dakota,kingsbury",1904,819,56
"south dakota,lake",3681,2068,124
"south dakota,lawrence",8753,4537,538
"south dakota,lincoln",19617,11981,798
"south dakota,lyman",1042,525,30
"south dakota,mccook",2068,769,63
"south dakota,mcpherson",1075,222,27
"south dakota,marshall",1287,858,33
"south dakota,meade",9875,3285,510
"south dakota,mellette",449,298,22
"south dakota,miner",787,320,31
"south dakota,minnehaha",49249,40482,2595
"south dakota,moody",1951,1179,76
"south dakota,pennington",35063,20606,1849
"south dakota,perkins",1401,239,29
"south dakota,potter",1139,227,14
"south dakota,roberts",2404,1828,75
"south dakota,sanborn",905,257,23
"south dakota,oglala lakota",297,2829,74
"south dakota,spink",2104,998,61
"south dakota,stanley",1203,421,28
"south dakota,sully",726,185,19
"south dakota,todd",532,1963,44
"south dakota,tripp",2161,495,40
"south dakota,turner",3290,1139,119
"south dakota,union",5944,2725,186
"south dakota,walworth",1966,565,49
"south dakota,yankton",6581,4016,303
"south dakota,ziebach",404,481,21
"tennessee,anderson",23184,11741,645
"tennessee,bedford",14354,4453,281
"tennessee,benton",5668,1529,63
"tennessee,bledsoe",4725,971,62
"tennessee,blount",47369,17932,1308
"tennessee,bradley",35204,9851,810
"tennessee,campbell",12331,2441,161
"tennessee,cannon",5190,1261,106
"tennessee,carroll",9205,2559,141
"tennessee,carter",19584,4529,379
"tennessee,cheatham",14438,5514,308
"tennessee,chester",5952,1412,220
"tennessee,claiborne",10604,2202,139
"tennessee,clay",2733,735,38
"tennessee,cocke",12162,2533,164
"tennessee,coffee",17883,5705,694
"tennessee,crockett",4673,1382,59
"tennessee,cumberland",25168,6728,383
"tennessee,davidson",100218,199703,9737
"tennessee,decatur",4229,904,108
"tennessee,dekalb",6672,1750,91
"tennessee,dickson",17643,6106,574
"tennessee,dyer",11768,3158,153
"tennessee,fayette",15690,7027,267
"tennessee,fentress",7441,1214,74
"tennessee,franklin",13987,4864,281
"tennessee,gibson",16259,5771,305
"tennessee,giles",9784,3298,121
"tennessee,grainger",8565,1467,102
"tennessee,greene",22259,5199,629
"tennessee,grundy",4802,988,65
"tennessee,hamblen",18811,5500,320
"tennessee,hamilton",92108,75522,3483
"tennessee,hancock",2372,362,10
"tennessee,hardeman",5760,4180,123
"tennessee,hardin",9559,1775,204
"tennessee,hawkins",20405,4083,336
"tennessee,haywood",3343,4012,84
"tennessee,henderson",9797,2092,131
"tennessee,henry",11239,3548,260
"tennessee,hickman",7577,2130,125
"tennessee,houston",2718,871,97
"tennessee,humphreys",6120,2017,99
"tennessee,jackson",4118,1135,70
"tennessee,jefferson",18651,4654,311
"tennessee,johnson",6468,1246,87
"tennessee,knox",124540,91422,4594
"tennessee,lake",1492,526,16
"tennessee,lauderdale",5674,3193,98
"tennessee,lawrence",15334,3195,189
"tennessee,lewis",4474,1072,63
"tennessee,lincoln",12281,2919,408
"tennessee,loudon",21713,6948,686
"tennessee,mcminn",18198,4361,285
"tennessee,mcnairy",9093,1943,239
"tennessee,macon",8096,1307,84
"tennessee,madison",23943,18390,617
"tennessee,marion",9911,3177,168
"tennessee,marshall",11043,3605,230
"tennessee,maury",31464,14418,775
"tennessee,meigs",4467,1008,57
"tennessee,monroe",16783,3764,250
"tennessee,montgomery",42187,32472,2099
"tennessee,moore",2888,573,78
"tennessee,morgan",6930,1167,131
"tennessee,obion",10790,2589,142
"tennessee,overton",7918,2033,86
"tennessee,perry",2775,615,38
"tennessee,pickett",2381,525,25
"tennessee,polk",6792,1492,76
"tennessee,putnam",23759,9185,649
"tennessee,rhea",11050,2369,218
"tennessee,roane",19230,6043,644
"tennessee,robertson",24536,8692,489
"tennessee,rutherford",81480,59341,3057
"tennessee,scott",8004,986,62
"tennessee,sequatchie",5855,1298,99
"tennessee,sevier",33783,8721,1031
"tennessee,shelby",129815,246105,6135
"tennessee,smith",7136,1802,113
"tennessee,stewart",4950,1232,114
"tennessee,sullivan",55860,17272,1225
"tennessee,sumner",63454,27680,1496
"tennessee,tipton",20070,6837,401
"tennessee,trousdale",2936,1012,50
"tennessee,unicoi",6599,1615,93
"tennessee,union",6803,1249,71
"tennessee,van buren",2342,544,35
"tennessee,warren",12323,4126,245
"tennessee,washington",40444,18638,1121
"tennessee,wayne",5795,820,54
"tennessee,weakley",10396,3020,319
"tennessee,white",9606,2143,146
"tennessee,williamson",86469,50161,2386
"tennessee,wilson",50296,22254,1780
"texas,anderson",15110,3955,162
"texas,andrews",4943,850,70
"texas,angelina",25076,9143,355
"texas,aransas",9239,2916,135
"texas,archer",4300,446,50
"texas,armstrong",1035,75,2
"texas,atascosa",12039,5876,203
"texas,austin",11447,2951,156
"texas,bailey",1434,409,17
"texas,bandera",10057,2505,153
"texas,bastrop",20516,15474,675
"texas,baylor",1494,183,25
"texas,bee",6006,3288,126
"texas,bell",67893,57014,2468
"texas,bexar",308618,448452,11882
"texas,blanco",5443,1911,87
"texas,borden",397,16,3
"texas,bosque",7469,1561,96
"texas,bowie",27116,10747,398
"texas,brazoria",90433,62228,2323
"texas,brazos",47530,35349,2182
"texas,brewster",2461,2258,103
"texas,briscoe",639,78,8
"texas,brooks",998,1470,16
"texas,brown",13698,2107,164
"texas,burleson",6743,1788,78
"texas,burnet",18767,5639,311
"texas,caldwell",8031,6672,270
"texas,calhoun",5641,2148,67
"texas,callahan",6012,734,86
"texas,cameron",49032,64063,1079
"texas,camp",3626,1394,40
"texas,carson",2779,297,46
"texas,cass",11033,2795,99
"texas,castro",1602,466,15
"texas,chambers",17353,3997,302
"texas,cherokee",15101,4210,197
"texas,childress",1943,310,26
"texas,clay",5069,614,58
"texas,cochran",809,177,14
"texas,coke",1586,178,15
"texas,coleman",3641,451,32
"texas,collin",252318,230945,8953
"texas,collingsworth",1048,155,15
"texas,colorado",7472,2420,83
"texas,comal",62740,24826,1326
"texas,comanche",5177,853,56
"texas,concho",1058,197,13
"texas,cooke",15596,3210,213
"texas,coryell",15438,7565,490
"texas,cottle",540,113,9
"texas,crane",1247,241,15
"texas,crockett",1220,344,10
"texas,crosby",1396,527,30
"texas,culberson",415,438,11
"texas,dallam",1389,197,23
"texas,dallas",307076,598576,15986
"texas,dawson",2951,808,30
"texas,deaf smith",3294,1264,52
"texas,delta",2162,403,27
"texas,denton",222480,188695,6789
"texas,de witt",6567,1494,57
"texas,dickens",853,130,5
"texas,dimmit",1384,2264,18
"texas,donley",1438,198,12
"texas,duval",2443,2575,35
"texas,eastland",7237,983,73
"texas,ector",32697,11367,521
"texas,edwards",893,168,5
"texas,ellis",56717,27565,1211
"texas,el paso",84331,178126,4758
"texas,erath",13684,2916,255
"texas,falls",4177,1899,57
"texas,fannin",12171,2655,181
"texas,fayette",10171,2661,111
"texas,fisher",1448,352,26
"texas,floyd",1584,438,17
"texas,foard",445,99,7
"texas,fort bend",157718,195552,4244
"texas,franklin",4161,804,44
"texas,freestone",6991,1635,85
"texas,frio",2823,2422,34
"texas,gaines",5355,576,65
"texas,galveston",93911,58842,2307
"texas,garza",1413,231,9
"texas,gillespie",12514,3176,160
"texas,glasscock",611,39,3
"texas,goliad",3085,877,26
"texas,gonzales",5627,1948,73
"texas,gray",6840,829,113
"texas,grayson",44163,14506,770
"texas,gregg",32493,14796,693
"texas,grimes",9432,2833,149
"texas,guadalupe",47553,28805,1260
"texas,hale",7177,2279,128
"texas,hall",995,168,6
"texas,hamilton",3616,641,93
"texas,hansford",1849,166,32
"texas,hardeman",1330,241,9
"texas,hardin",23858,3474,303
"texas,harris",700630,918193,21995
"texas,harrison",21466,7908,336
"texas,hartley",1868,195,15
"texas,haskell",1840,353,21
"texas,hays",47680,59524,2191
"texas,hemphill",1486,206,28
"texas,henderson",28911,7060,339
"texas,hidalgo",90527,128199,2158
"texas,hill",11926,2860,145
"texas,hockley",6536,1482,77
"texas,hood",26496,5648,397
"texas,hopkins",12719,3046,176
"texas,houston",7060,2314,64
"texas,howard",8054,2069,128
"texas,hudspeth",779,371,15
"texas,hunt",29163,8906,505
"texas,hutchinson",7681,965,127
"texas,irion",759,120,10
"texas,jack",3418,331,33
"texas,jackson",5231,1033,78
"texas,jasper",12542,2954,115
"texas,jeff davis",784,501,20
"texas,jefferson",47570,46073,1116
"texas,jim hogg",833,1197,6
"texas,jim wells",7453,6119,97
"texas,johnson",54628,16464,992
"texas,jones",5660,999,82
"texas,karnes",3968,1234,50
"texas,kaufman",37624,18405,674
"texas,kendall",20083,6020,348
"texas,kenedy",127,65,2
"texas,kent",411,47,4
"texas,kerr",20879,6524,342
"texas,kimble",1987,284,21
"texas,king",151,8,0
"texas,kinney",1144,446,13
"texas,kleberg",5504,5314,126
"texas,knox",1180,265,11
"texas,lamar",16760,4458,224
"texas,lamb",3521,840,48
"texas,lampasas",8086,2144,169
"texas,la salle",1335,1052,19
"texas,la vaca",8804,1333,60
"texas,lee",6255,1750,82
"texas,leon",7523,1072,79
"texas,liberty",23302,5785,247
"texas,limestone",6789,2213,93
"texas,lipscomb",1205,131,17
"texas,live oak",4199,819,36
"texas,llano",10079,2465,116
"texas,loving",60,4,2
"texas,lubbock",78861,40017,1903
"texas,lynn",1853,428,12
"texas,mcculloch",2904,490,42
"texas,mclennan",59543,36688,1641
"texas,mcmullen",460,53,3
"texas,madison",4169,1088,40
"texas,marion",3470,1339,55
"texas,martin",1857,288,15
"texas,mason",1991,457,26
"texas,matagorda",9845,3733,148
"texas,maverick",6881,8332,133
"texas,medina",15642,6773,240
"texas,menard",823,197,8
"texas,midland",45624,12329,1035
"texas,milam",7984,2496,98
"texas,mills",2217,271,17
"texas,mitchell",2170,397,13
"texas,montague",8615,1097,102
"texas,montgomery",193382,74377,3705
"texas,moore",4359,1062,87
"texas,morris",3872,1669,46
"texas,motley",604,46,2
"texas,nacogdoches",17378,9000,407
"texas,navarro",13800,5101,222
"texas,newton",4882,1173,39
"texas,nolan",4131,1162,64
"texas,nueces",64617,60925,1778
"texas,ochiltree",2812,302,42
"texas,oldham",917,81,11
"texas,orange",29186,6357,451
"texas,palo pinto",10179,2178,132
"texas,panola",9326,2057,68
"texas,parker",62045,13017,1066
"texas,parmer",2135,488,27
"texas,pecos",3215,1382,77
"texas,polk",18573,5387,224
"texas,potter",22820,9921,645
"texas,presidio",721,1463,33
"texas,rains",5155,842,56
"texas,randall",50796,12802,1076
"texas,reagan",942,172,10
"texas,real",1643,320,19
"texas,red river",4517,1246,43
"texas,reeves",2254,1395,40
"texas,refugio",2210,1108,48
"texas,roberts",529,17,4
"texas,robertson",5646,2374,90
"texas,rockwall",36726,16412,753
"texas,runnels",3807,552,50
"texas,rusk",16534,4629,233
"texas,sabine",4784,669,35
"texas,san augustine",3007,980,15
"texas,san jacinto",10161,2337,142
"texas,san patricio",16516,8988,386
"texas,san saba",2308,287,7
"texas,schleicher",940,211,8
"texas,scurry",4983,818,69
"texas,shackelford",1484,130,14
"texas,shelby",7975,2068,44
"texas,sherman",886,91,14
"texas,smith",69080,29615,1638
"texas,somervell",4105,768,74
"texas,starr",8247,9123,156
"texas,stephens",3385,397,18
"texas,sterling",584,51,4
"texas,stonewall",615,116,5
"texas,sutton",1222,322,13
"texas,swisher",1845,478,33
"texas,tarrant",409741,411567,13389
"texas,taylor",39547,14588,1000
"texas,terrell",334,119,5
"texas,terry",2812,757,43
"texas,throckmorton",806,82,11
"texas,titus",7570,2856,115
"texas,tom green",32313,12239,658
"texas,travis",161337,435860,13152
"texas,trinity",5579,1323,36
"texas,tyler",8194,1403,63
"texas,upshur",15809,2877,206
"texas,upton",1178,170,20
"texas,uvalde",6174,4073,97
"texas,val verde",8284,6771,217
"texas,van zandt",22270,3516,208
"texas,victoria",23358,10380,450
"texas,walker",15375,7884,353
"texas,waller",14260,8191,283
"texas,ward",3241,764,55
"texas,washington",12959,4261,207
"texas,webb",25898,41820,721
"texas,wharton",11926,4694,146
"texas,wheeler",2159,168,10
"texas,wichita",32069,13161,810
"texas,wilbarger",3524,956,44
"texas,willacy",2441,3108,0
"texas,williamson",139729,143795,6635
"texas,wilson",18463,6350,200
"texas,winkler",1753,358,15
"texas,wise",27032,4973,360
"texas,wood",19049,3509,221
"texas,yoakum",2174,420,37
"texas,young",7110,1034,95
"texas,zapata",2033,1826,15
"texas,zavala",1490,2864,25
"utah,beaver",2695,357,48
"utah,box elder",21548,4473,1006
"utah,cache",38032,16650,2889
"utah,carbon",6693,2392,284
"utah,daggett",496,111,12
"utah,davis",104135,57411,8349
"utah,duchesne",7513,843,202
"utah,emery",4207,572,86
"utah,garfield",2158,514,60
"utah,grand",2248,2806,131
"utah,iron",18989,4892,1009
"utah,juab",5087,645,134
"utah,kane",2998,1083,99
"utah,millard",5404,624,132
"utah,morgan",5181,1086,245
"utah,piute",773,86,12
"utah,rich",1157,180,26
"utah,salt lake",230174,289906,21095
"utah,san juan",3535,3113,230
"utah,sanpete",10459,1794,378
"utah,sevier",9052,1084,227
"utah,summit",10252,15244,592
"utah,tooele",21014,8943,1561
"utah,uintah",13261,1663,383
"utah,utah",192812,76033,15635
"utah,wasatch",10795,6187,599
"utah,washington",67294,20530,2652
"utah,wayne",1229,365,27
"utah,weber",65949,40695,4798
"vermont,addison",379,445,46
"vermont,albany",235,286,19
"vermont,alburgh",499,550,30
"vermont,andover",132,216,17
"vermont,arlington",511,929,45
"vermont,athens",84,120,10
"vermont,bakersfield",272,395,29
"vermont,baltimore",72,63,8
"vermont,barnard",177,465,27
"vermont,barnet",437,624,34
"vermont,barre",1298,2380,129
"vermont,barre town",2093,2512,161
"vermont,barton",570,687,39
"vermont,belvidere",93,79,4
"vermont,bennington",2473,4369,254
"vermont,benson",305,258,20
"vermont,berkshire",402,284,25
"vermont,berlin",520,960,54
"vermont,bethel",381,728,38
"vermont,bloomfield",73,55,2
"vermont,bolton",218,537,23
"vermont,bradford",549,893,52
"vermont,braintree",260,434,23
"vermont,brandon",896,1213,75
"vermont,brattleboro",1053,5423,187
"vermont,bridgewater",212,372,17
"vermont,bridport",321,392,25
"vermont,brighton",342,258,19
"vermont,bristol",691,1482,72
"vermont,brookfield",307,506,39
"vermont,brookline",96,217,16
"vermont,brownington",265,218,7
"vermont,brunswick",35,27,2
"vermont,burke",366,534,24
"vermont,burlington",2293,19238,687
"vermont,cabot",296,558,38
"vermont,calais",221,886,41
"vermont,cambridge",587,1521,91
"vermont,canaan",241,239,18
"vermont,castleton",1042,1056,63
"vermont,cavendish",297,466,29
"vermont,charleston",274,247,20
