"state_county","trump","biden","others"
"maine,randolph",533,467,29
"maine,rangeley",449,294,15
"maine,rangeley plt.",86,57,2
"maine,raymond",1472,1589,81
"maine,readfield",818,943,59
"maine,reed plt.",58,23,0
"maine,richmond",1056,934,86
"maine,ripley",195,100,4
"maine,robbinston",221,128,4
"maine,rockland",1363,2493,109
"maine,rockport",776,1694,60
"maine,rome",350,340,23
"maine,roque bluffs",80,101,2
"maine,roxbury",147,89,10
"maine,rumford",1502,1275,86
"maine,sabattus",1765,1034,79
"maine,saco",4497,7794,365
"maine,saint agatha",334,292,11
"maine,st. albans",833,321,32
"maine,st. francis",121,121,3
"maine,st. george",663,1108,43
"maine,st. john plt.",104,63,4
"maine,sandy river plt.",36,65,1
"maine,sanford",5182,5392,357
"maine,sangerville",479,255,19
"maine,scarborough",5217,9487,353
"maine,searsmont",481,430,26
"maine,searsport",721,843,44
"maine,sebago",719,529,29
"maine,sebec",305,117,6
"maine,seboeis plt.",19,22,0
"maine,sedgwick",321,511,11
"maine,shapleigh",1034,704,51
"maine,sherman",497,157,11
"maine,shirley",96,34,3
"maine,sidney",1688,1184,82
"maine,skowhegan",2215,1876,106
"maine,smithfield",342,269,16
"maine,smyrna",111,46,0
"maine,solon",365,243,15
"maine,somerville",213,131,13
"maine,sorrento",94,89,6
"maine,south berwick",1734,2748,152
"maine,south bristol",261,429,26
"maine,southport",173,306,12
"maine,south portland",3783,12075,428
"maine,south thomaston",403,574,20
"maine,southwest harbor",381,728,28
"maine,springfield",135,26,0
"maine,stacyville",169,38,2
"maine,standish",3078,2820,162
"maine,starks",237,137,7
"maine,stetson",524,217,24
"maine,steuben",409,245,14
"maine,stockholm",86,70,4
"maine,stockton springs",508,529,28
"maine,stoneham",102,83,0
"maine,stonington",220,409,11
"maine,stow",121,126,6
"maine,strong",526,266,24
"maine,sullivan",348,354,22
"maine,sumner",324,206,23
"maine,surry",464,596,31
"maine,swan's island",129,132,5
"maine,swanville",454,339,33
"maine,sweden",108,165,10
"maine,talmadge",18,13,1
"maine,temple",155,172,9
"maine,the forks plt.",18,18,2
"maine,thomaston",664,960,44
"maine,thorndike",211,228,7
"maine,topsfield",100,24,0
"maine,topsham",2390,3944,218
"maine,tremont",422,590,31
"maine,trenton",451,509,27
"maine,troy",340,233,20
"maine,turner",2052,1288,88
"maine,union",786,726,49
"maine,unity",455,444,51
"maine,upton",47,16,1
"maine,van buren",415,471,12
"maine,vanceboro",65,28,0
"maine,vassalboro",1394,1075,84
"maine,veazie",525,646,52
"maine,verona",182,158,10
"maine,vienna",208,186,11
"maine,vinalhaven",287,531,19
"maine,wade",79,53,10
"maine,waite",33,18,0
"maine,waldo",261,227,14
"maine,waldoboro",1568,1294,72
"maine,wales",616,275,24
"maine,wallagrass",134,153,4
"maine,waltham",159,68,3
"maine,warren",1259,919,66
"maine,washburn",518,278,24
"maine,washington",540,415,33
"maine,waterboro",2471,1861,146
"maine,waterford",557,452,29
"maine,waterville",2627,5019,259
"maine,wayne",343,506,20
"maine,webster plt.",33,9,0
"maine,weld",144,149,6
"maine,wellington",67,50,2
"maine,wells",3333,4465,177
"maine,wesley",45,27,4
"maine,west bath",629,737,26
"maine,westbrook",3591,7274,322
"maine,westfield",174,92,1
"maine,west forks plt.",30,21,2
"maine,west gardiner",1317,1000,63
"maine,westmanland",24,30,1
"maine,weston",125,55,2
"maine,west paris",552,372,33
"maine,westport",231,303,17
"maine,whitefield",753,688,38
"maine,whiting",205,147,9
"maine,whitneyville",70,55,5
"maine,willimantic",70,20,0
"maine,wilton",1117,978,82
"maine,windham",5280,5782,380
"maine,windsor",899,477,57
"maine,winn",145,60,2
"maine,winslow",2360,2184,135
"maine,winter harbor",179,145,5
"maine,winterport",1245,1034,56
"maine,winterville plt.",72,49,4
"maine,winthrop",1649,1963,125
"maine,wiscasset",1112,1114,87
"maine,woodland",409,239,14
"maine,woodstock",534,368,43
"maine,woodville",116,19,1
"maine,woolwich",1062,1035,53
"maine,yarmouth",1439,4785,134
"maine,york",3352,6117,189
"maine,frye island",19,38,0
"maine,chebeague island",66,255,9
"maine,aroostook cty townships",150,141,1
"maine,franklin cty townships",17,31,4
"maine,hancock cty townships",7,6,0
"maine,oxford cty townships",159,152,22
"maine,penobscot cty townships",348,150,8
"maine,piscataquis cty townshps",61,26,0
"maine,somerset cty townships",173,63,7
"maine,washington cty townships",21,9,0
"maryland,allegany",20886,9158,597
"maryland,anne arundel",127821,172823,8973
"maryland,baltimore",146202,258409,10321
"maryland,baltimore city",25374,207260,4827
"maryland,calvert",25346,22587,1179
"maryland,caroline",10283,5095,416
"maryland,carroll",60218,36456,3653
"maryland,cecil",29439,16809,1214
"maryland,charles",25579,62171,1748
"maryland,dorchester",8764,6857,356
"maryland,frederick",63682,77675,4258
"maryland,garrett",12002,3281,328
"maryland,harford",80930,63095,4161
"maryland,howard",48390,129433,5239
"maryland,kent",5195,5329,270
"maryland,montgomery",101222,419569,12952
"maryland,prince george's",37090,379208,8557
"maryland,queen anne's",18741,10709,840
"maryland,st. mary's",30826,23138,1701
"maryland,somerset",5739,4241,167
"maryland,talbot",10946,11062,547
"maryland,washington",40224,26044,1511
"maryland,wicomico",22944,22054,1218
"maryland,worcester",18571,12560,560
"massachusetts,abington",4236,5209,215
"massachusetts,acton",2471,11105,351
"massachusetts,acushnet",3290,2664,114
"massachusetts,adams",1428,2894,119
"massachusetts,agawam",8073,7794,318
"massachusetts,alford",50,271,4
"massachusetts,amesbury",3326,6786,283
"massachusetts,amherst",873,10718,280
"massachusetts,andover",6693,14503,547
"massachusetts,arlington",4381,23671,499
"massachusetts,ashburnham",1667,2030,130
"massachusetts,ashby",1008,956,59
"massachusetts,ashfield",180,993,45
"massachusetts,ashland",2936,7308,200
"massachusetts,athol",2579,2705,218
"massachusetts,attleboro",9272,13661,622
"massachusetts,auburn",4306,5620,275
"massachusetts,avon",1030,1601,66
"massachusetts,ayer",1537,2932,156
"massachusetts,barnstable",11436,16491,500
"massachusetts,barre",1523,1535,99
"massachusetts,becket",413,757,25
"massachusetts,bedford",2180,6452,227
"massachusetts,belchertown",3481,5893,235
"massachusetts,bellingham",4402,5211,276
"massachusetts,belmont",2956,11999,401
"massachusetts,berkley",2251,1764,98
"massachusetts,berlin",816,1375,74
"massachusetts,bernardston",423,916,36
"massachusetts,beverly",7205,16703,542
"massachusetts,billerica",10731,13328,585
"massachusetts,blackstone",2560,2450,125
"massachusetts,blandford",454,307,14
"massachusetts,bolton",1140,2529,93
"massachusetts,boston",45425,242717,5654
"massachusetts,bourne",5331,6527,261
"massachusetts,boxborough",786,2526,90
"massachusetts,boxford",2271,3117,155
"massachusetts,boylston",1318,1877,109
"massachusetts,braintree",8744,12612,439
"massachusetts,brewster",2338,4940,158
"massachusetts,bridgewater",6572,7688,356
"massachusetts,brimfield",1193,1063,58
"massachusetts,brockton",8689,29475,548
"massachusetts,brookfield",1054,946,54
"massachusetts,brookline",3418,27150,516
"massachusetts,buckland",268,889,34
"massachusetts,burlington",5566,9447,333
"massachusetts,cambridge",3519,50233,1043
"massachusetts,canton",4965,9222,298
"massachusetts,carlisle",767,2772,99
"massachusetts,carver",3504,3277,180
"massachusetts,charlemont",235,492,16
"massachusetts,charlton",4127,3759,236
"massachusetts,chatham",1834,3107,134
"massachusetts,chelmsford",7823,13901,625
"massachusetts,chelsea",2215,8155,154
"massachusetts,cheshire",775,1124,47
"massachusetts,chester",415,313,16
"massachusetts,chesterfield",287,510,25
"massachusetts,chicopee",10636,14502,657
"massachusetts,chilmark",111,796,14
"massachusetts,clarksburg",390,583,17
"massachusetts,clinton",2886,4688,252
"massachusetts,cohasset",1665,3849,155
"massachusetts,colrain",306,667,34
"massachusetts,concord",1977,10024,310
"massachusetts,conway",278,989,36
"massachusetts,cummington",162,413,16
"massachusetts,dalton",1039,2682,100
"massachusetts,danvers",6725,9833,349
"massachusetts,dartmouth",7778,9792,314
"massachusetts,dedham",4771,10760,336
"massachusetts,deerfield",839,2425,86
"massachusetts,dennis",3938,6181,202
"massachusetts,dighton",2473,2139,112
"massachusetts,douglas",2956,2458,120
"massachusetts,dover",1142,2761,120
"massachusetts,dracut",8812,8706,327
"massachusetts,dudley",3192,2744,156
"massachusetts,dunstable",877,1243,53
"massachusetts,duxbury",4032,6910,277
"massachusetts,east bridgewater",4366,4183,218
"massachusetts,east brookfield",741,593,31
"massachusetts,eastham",1151,2864,85
"massachusetts,easthampton",2525,7796,271
"massachusetts,east longmeadow",4623,5295,204
"massachusetts,easton",5467,8715,337
"massachusetts,edgartown",854,2185,62
"massachusetts,egremont",174,783,16
"massachusetts,erving",355,550,24
"massachusetts,essex",796,1650,66
"massachusetts,everett",4093,10492,232
"massachusetts,fairhaven",4275,5093,189
"massachusetts,fall river",13571,17459,586
"massachusetts,falmouth",7319,14134,437
"massachusetts,fitchburg",6186,9897,426
"massachusetts,florida",203,209,6
"massachusetts,foxborough",4357,6740,249
"massachusetts,framingham",7712,23622,714
"massachusetts,franklin",7345,12475,526
"massachusetts,freetown",2906,2483,117
"massachusetts,gardner",3939,5213,292
"massachusetts,aquinnah",34,311,10
"massachusetts,georgetown",2388,3051,146
"massachusetts,gill",279,679,29
"massachusetts,gloucester",5595,12138,426
"massachusetts,goshen",231,418,23
"massachusetts,gosnold",22,56,4
"massachusetts,grafton",4011,7139,303
"massachusetts,granby",1815,2055,86
"massachusetts,granville",565,402,23
"massachusetts,great barrington",654,3368,90
"massachusetts,greenfield",2265,6883,261
"massachusetts,groton",2149,4941,195
"massachusetts,groveland",1976,2421,139
"massachusetts,hadley",925,2476,92
"massachusetts,halifax",2398,2354,122
"massachusetts,hamilton",1458,3364,166
"massachusetts,hampden",1713,1539,87
"massachusetts,hancock",207,257,14
"massachusetts,hanover",4507,4910,235
"massachusetts,hanson",3314,3244,183
"massachusetts,hardwick",733,749,47
"massachusetts,harvard",954,3074,101
"massachusetts,harwich",3365,5833,250
"massachusetts,hatfield",686,1578,49
"massachusetts,haverhill",12571,19020,810
"massachusetts,hawley",70,155,6
"massachusetts,heath",158,294,16
"massachusetts,hingham",4986,10855,388
"massachusetts,hinsdale",402,771,37
"massachusetts,holbrook",2381,3710,122
"massachusetts,holden",4996,7325,333
"massachusetts,holland",793,698,54
"massachusetts,holliston",2579,6771,267
"massachusetts,holyoke",4843,11152,318
"massachusetts,hopedale",1385,2285,105
"massachusetts,hopkinton",2981,7047,268
"massachusetts,hubbardston",1442,1390,95
"massachusetts,hudson",3852,7414,317
"massachusetts,hull",2433,4507,140
"massachusetts,huntington",593,585,39
"massachusetts,ipswich",3109,6273,232
"massachusetts,kingston",3775,4522,223
"massachusetts,lakeville",3778,3336,209
"massachusetts,lancaster",1762,2458,134
"massachusetts,lanesborough",604,1237,50
"massachusetts,lawrence",5803,17023,382
"massachusetts,lee",985,2415,89
"massachusetts,leicester",3146,3101,168
"massachusetts,lenox",602,2701,65
"massachusetts,leominster",8592,12344,589
"massachusetts,leverett",163,1193,30
"massachusetts,lexington",3337,16308,403
"massachusetts,leyden",155,330,17
"massachusetts,lincoln",683,3493,95
"massachusetts,littleton",1980,4479,232
"massachusetts,longmeadow",3493,6679,223
"massachusetts,lowell",12346,25544,791
"massachusetts,ludlow",5695,5467,222
"massachusetts,lunenburg",2936,4027,229
"massachusetts,lynn",10425,24662,690
"massachusetts,lynnfield",3969,4213,163
"massachusetts,malden",6026,19111,486
"massachusetts,manchester",1014,2712,93
"massachusetts,mansfield",5149,9024,364
"massachusetts,marblehead",3790,10128,316
"massachusetts,marion",1244,2369,83
"massachusetts,marlborough",6100,12610,433
"massachusetts,marshfield",7498,9671,313
"massachusetts,mashpee",4086,5982,195
"massachusetts,mattapoisett",1888,2730,79
"massachusetts,maynard",1672,4942,172
"massachusetts,medfield",2374,5668,169
"massachusetts,medford",7566,23495,652
"massachusetts,medway",3004,5156,256
"massachusetts,melrose",4646,13213,382
"massachusetts,mendon",1774,2067,103
"massachusetts,merrimac",1725,2549,117
"massachusetts,methuen",11127,14328,464
"massachusetts,middleborough",7164,6324,369
"massachusetts,middlefield",124,199,11
"massachusetts,middleton",2966,2764,128
"massachusetts,milford",5544,8700,336
"massachusetts,millbury",3739,4196,227
"massachusetts,millis",2001,3502,136
"massachusetts,millville",976,821,51
"massachusetts,milton",4441,12862,351
"massachusetts,monroe",31,28,1
"massachusetts,monson",2588,2446,141
"massachusetts,montague",1211,3520,167
"massachusetts,monterey",102,481,9
"massachusetts,montgomery",312,246,6
"massachusetts,mount washington",16,102,7
"massachusetts,nahant",842,1629,53
"massachusetts,nantucket",1914,5241,151
"massachusetts,natick",4971,16330,475
"massachusetts,needham",4078,15573,462
"massachusetts,new ashford",48,98,5
"massachusetts,new bedford",12964,21267,646
"massachusetts,new braintree",337,319,15
"massachusetts,newbury",1754,3138,133
"massachusetts,newburyport",3253,9224,231
"massachusetts,new marlborough",264,678,17
"massachusetts,new salem",237,419,25
"massachusetts,newton",8357,40907,1031
"massachusetts,norfolk",2570,4100,183
"massachusetts,north adams",1600,4216,116
"massachusetts,northampton",1855,15649,421
"massachusetts,north andover",6548,11022,442
"massachusetts,north attleborough",7050,9724,417
"massachusetts,northborough",2913,6476,298
"massachusetts,northbridge",4244,4720,264
"massachusetts,north brookfield",1459,1181,75
"massachusetts,northfield",592,1211,52
"massachusetts,north reading",4116,5585,229
"massachusetts,norton",4735,5918,321
"massachusetts,norwell",2920,4291,175
"massachusetts,norwood",5824,11212,417
"massachusetts,oak bluffs",730,2420,59
"massachusetts,oakham",664,554,39
"massachusetts,orange",1699,1984,117
"massachusetts,orleans",1458,3288,96
"massachusetts,otis",441,550,23
"massachusetts,oxford",3765,3593,216
"massachusetts,palmer",3240,3108,155
"massachusetts,paxton",1268,1625,69
"massachusetts,peabody",12704,16860,526
"massachusetts,pelham",89,819,17
"massachusetts,pembroke",5263,6174,316
"massachusetts,pepperell",3205,3869,233
"massachusetts,peru",216,299,18
"massachusetts,petersham",321,528,23
"massachusetts,phillipston",607,465,22
"massachusetts,pittsfield",5017,16404,521
"massachusetts,plainfield",116,316,11
"massachusetts,plainville",2474,3196,153
"massachusetts,plymouth",15152,21266,918
"massachusetts,plympton",912,962,44
"massachusetts,princeton",977,1530,68
"massachusetts,provincetown",182,2402,29
"massachusetts,quincy",14340,30446,1007
"massachusetts,randolph",3523,13676,256
"massachusetts,raynham",4243,4372,196
"massachusetts,reading",5444,11134,374
"massachusetts,rehoboth",4076,3650,191
"massachusetts,revere",7203,13360,327
"massachusetts,richmond",215,828,14
"massachusetts,rochester",1991,1762,80
"massachusetts,rockland",4319,5400,275
"massachusetts,rockport",1306,3861,108
"massachusetts,rowe",113,152,2
"massachusetts,rowley",1942,2180,105
"massachusetts,royalston",357,408,22
"massachusetts,russell",512,366,41
"massachusetts,rutland",2667,2818,190
"massachusetts,salem",5433,18023,562
"massachusetts,salisbury",2597,2845,114
"massachusetts,sandisfield",200,306,9
"massachusetts,sandwich",6044,7739,278
"massachusetts,saugus",7543,8001,253
"massachusetts,savoy",161,226,12
"massachusetts,scituate",4614,8608,308
"massachusetts,seekonk",3970,4786,199
"massachusetts,sharon",2603,8778,236
"massachusetts,sheffield",578,1542,42
"massachusetts,shelburne",209,927,38
"massachusetts,sherborn",579,2267,117
"massachusetts,shirley",1493,2100,107
"massachusetts,shrewsbury",7058,13590,483
"massachusetts,shutesbury",144,1154,32
"massachusetts,somerset",5113,5815,194
"massachusetts,somerville",4283,37027,890
"massachusetts,southampton",1811,2231,152
"massachusetts,southborough",1851,4618,196
"massachusetts,southbridge",3022,4079,160
"massachusetts,south hadley",3230,6590,239
"massachusetts,southwick",3221,2360,151
"massachusetts,spencer",3287,2989,136
"massachusetts,springfield",13957,39361,1055
"massachusetts,sterling",2444,2841,166
"massachusetts,stockbridge",237,1099,27
"massachusetts,stoneham",5372,8676,274
"massachusetts,stoughton",5081,10254,288
"massachusetts,stow",1258,3551,155
"massachusetts,sturbridge",2515,3417,161
"massachusetts,sudbury",2691,9345,318
"massachusetts,sunderland",394,1605,51
"massachusetts,sutton",3081,3091,146
"massachusetts,swampscott",2555,6845,172
"massachusetts,swansea",5123,4736,175
"massachusetts,taunton",11148,14996,629
"massachusetts,templeton",2289,2061,145
"massachusetts,tewksbury",8783,9954,400
"massachusetts,tisbury",542,2225,68
"massachusetts,tolland",186,136,6
"massachusetts,topsfield",1602,2460,82
"massachusetts,townsend",2620,2687,169
"massachusetts,truro",340,1386,36
"massachusetts,tyngsborough",3375,4034,136
"massachusetts,tyringham",72,234,8
"massachusetts,upton",1988,3173,139
"massachusetts,uxbridge",4093,4351,283
"massachusetts,wakefield",6032,10215,376
"massachusetts,wales",619,429,39
"massachusetts,walpole",6243,9474,449
"massachusetts,waltham",7787,20424,685
"massachusetts,ware",2444,2353,154
"massachusetts,wareham",5518,6883,325
"massachusetts,warren",1375,1149,75
"massachusetts,warwick",160,343,20
"massachusetts,washington",107,240,6
"massachusetts,watertown",3801,14970,456
"massachusetts,wayland",1705,7344,253
"massachusetts,webster",4039,4046,213
"massachusetts,wellesley",3295,12630,417
"massachusetts,wellfleet",496,1971,49
"massachusetts,wendell",105,487,22
"massachusetts,wenham",765,1761,82
"massachusetts,westborough",2776,7569,291
"massachusetts,west boylston",1872,2788,142
"massachusetts,west bridgewater",2272,2224,129
"massachusetts,west brookfield",1127,1137,63
"massachusetts,westfield",9858,10200,627
"massachusetts,westford",4656,10229,413
"massachusetts,westhampton",426,746,23
"massachusetts,westminster",2477,2665,152
"massachusetts,west newbury",1061,2111,98
"massachusetts,weston",1712,5129,244
"massachusetts,westport",5018,5319,209
"massachusetts,west springfield",6067,7157,289
"massachusetts,west stockbridge",164,784,23
"massachusetts,west tisbury",338,1921,36
"massachusetts,westwood",3444,6832,269
"massachusetts,weymouth",12460,19615,752
"massachusetts,whately",332,745,30
"massachusetts,whitman",3882,4496,251
"massachusetts,wilbraham",4262,4928,207
"massachusetts,williamsburg",337,1446,39
"massachusetts,williamstown",499,3196,62
"massachusetts,wilmington",6448,8027,331
"massachusetts,winchendon",2661,2313,178
"massachusetts,winchester",3736,9777,357
"massachusetts,windsor",201,370,8
"massachusetts,winthrop",3770,6290,192
"massachusetts,woburn",8483,13530,405
"massachusetts,worcester",21169,48584,1617
"massachusetts,worthington",271,571,28
"massachusetts,wrentham",3319,4247,241
"massachusetts,yarmouth",5993,9149,310
"michigan,alcona",4848,2142,74
"michigan,alger",3014,2053,61
"michigan,allegan",41392,24449,1253
"michigan,alpena",10686,6000,283
"michigan,antrim",9748,5960,241
"michigan,arenac",5928,2774,129
"michigan,baraga",2512,1478,48
"michigan,barry",23471,11797,637
"michigan,bay",33125,26151,979
"michigan,benzie",6601,5480,181
"michigan,berrien",43519,37438,1434
"michigan,branch",14064,6159,313
"michigan,calhoun",36221,28877,1183
"michigan,cass",16699,9130,387
"michigan,charlevoix",9841,6939,220
"michigan,cheboygan",10186,5437,245
"michigan,chippewa",10681,6648,313
"michigan,clare",10861,5199,221
"michigan,clinton",25098,21968,861
"michigan,crawford",5087,2672,102
"michigan,delta",13207,7606,338
"michigan,dickinson",9617,4744,228
"michigan,eaton",31798,31299,1230
"michigan,emmet",12135,9662,380
"michigan,genesee",98714,119390,3256
"michigan,gladwin",9893,4524,186
"michigan,gogebic",4600,3570,96
"michigan,grand traverse",30502,28683,1051
"michigan,gratiot",12102,6693,332
"michigan,hillsdale",17037,5883,382
"michigan,houghton",10378,7750,373
"michigan,huron",12731,5490,216
"michigan,ingham",47639,94212,2699
"michigan,ionia",20657,10901,651
"michigan,iosco",9759,5373,231
"michigan,iron",4216,2493,80
"michigan,isabella",14815,14072,534
"michigan,jackson",47372,31995,1494
"michigan,kalamazoo",56823,83686,2905
"michigan,kalkaska",7436,3002,193
"michigan,kent",165741,187915,7392
"michigan,keweenaw",862,672,23
"michigan,lake",3946,2288,89
"michigan,lapeer",35482,16367,801
"michigan,leelanau",7916,8795,189
"michigan,lenawee",31541,20918,916
"michigan,livingston",76982,48220,1995
"michigan,luce",2109,842,50
"michigan,mackinac",4304,2632,79
"michigan,macomb",263863,223952,6441
"michigan,manistee",8321,6107,227
"michigan,marquette",16286,20465,711
"michigan,mason",10207,6802,245
"michigan,mecosta",13267,7375,407
"michigan,menominee",8117,4316,174
"michigan,midland",27675,20493,920
"michigan,missaukee",6648,1967,140
"michigan,monroe",52710,32975,1463
"michigan,montcalm",21815,9703,582
"michigan,montmorency",4171,1628,60
"michigan,muskegon",45133,45643,1668
"michigan,newaygo",18857,7873,431
"michigan,oakland",325971,434148,10232
"michigan,oceana",8892,4944,226
"michigan,ogemaw",8253,3475,179
"michigan,ontonagon",2358,1391,55
"michigan,osceola",8928,3214,187
"michigan,oscoda",3466,1342,66
"michigan,otsego",9779,4743,235
"michigan,ottawa",100913,64705,3095
"michigan,presque isle",5342,2911,91
"michigan,roscommon",9670,5166,182
"michigan,saginaw",50785,51088,1476
"michigan,st. clair",59185,31363,1516
"michigan,st. joseph",18127,9262,547
"michigan,sanilac",16194,5966,286
"michigan,schoolcraft",3090,1589,66
"michigan,shiawassee",23149,15347,728
"michigan,tuscola",20297,8712,436
"michigan,van buren",21591,16803,672
"michigan,washtenaw",56241,157136,3041
"michigan,wayne",264553,597170,10746
"michigan,wexford",12102,5838,325
"minnesota,aitkin",6258,3607,160
"minnesota,anoka",104902,100893,5337
"minnesota,becker",12438,6589,374
"minnesota,beltrami",12188,11426,575
"minnesota,benton",14382,7280,598
"minnesota,big stone",1863,1053,58
"minnesota,blue earth",16731,18330,990
"minnesota,brown",9552,4753,330
"minnesota,carlton",9791,10098,480
"minnesota,carver",34009,30774,1578
"minnesota,cass",11620,6342,327
"minnesota,chippewa",4250,2226,135
"minnesota,chisago",21916,11806,848
"minnesota,clay",15043,16357,839
"minnesota,clearwater",3372,1260,76
"minnesota,cook",1203,2496,107
"minnesota,cottonwood",4165,1834,108
"minnesota,crow wing",25676,13726,771
"minnesota,dakota",109638,146155,6466
"minnesota,dodge",7783,4079,325
"minnesota,douglas",15799,7868,498
"minnesota,faribault",5191,2531,192
"minnesota,fillmore",7301,4551,289
"minnesota,freeborn",9578,6889,351
"minnesota,goodhue",16052,11806,778
"minnesota,grant",2269,1300,85
"minnesota,hennepin",205973,532623,17373
"minnesota,houston",6334,4853,253
"minnesota,hubbard",8202,4462,301
"minnesota,isanti",16491,7138,606
"minnesota,itasca",15239,10786,536
"minnesota,jackson",3948,1745,126
"minnesota,kanabec",6278,2774,190
"minnesota,kandiyohi",14437,8440,490
"minnesota,kittson",1546,1006,87
"minnesota,koochiching",4131,2659,132
"minnesota,lac qui parle",2528,1446,66
"minnesota,lake",3393,3647,162
"minnesota,lake of the woods",1704,671,33
"minnesota,le sueur",10775,5672,371
"minnesota,lincoln",2121,937,57
"minnesota,lyon",7979,4634,280
"minnesota,mcleod",13986,6413,534
"minnesota,mahnomen",1142,1112,50
"minnesota,marshall",3721,1295,97
"minnesota,martin",7480,3305,224
"minnesota,meeker",9359,3867,303
"minnesota,mille lacs",9952,4404,333
"minnesota,morrison",14821,4367,370
"minnesota,mower",10025,8899,421
"minnesota,murray",3363,1449,84
"minnesota,nicollet",9018,9622,485
"minnesota,nobles",5600,2933,182
"minnesota,norman",1953,1404,84
"minnesota,olmsted",39692,49491,2202
"minnesota,otter tail",23800,11958,641
"minnesota,pennington",4532,2568,177
"minnesota,pine",10256,5419,326
"minnesota,pipestone",3553,1306,81
"minnesota,polk",9865,5439,290
"minnesota,pope",4417,2477,128
"minnesota,ramsey",77376,211620,6981
"minnesota,red lake",1454,691,51
"minnesota,redwood",5771,2355,158
"minnesota,renville",5467,2496,165
"minnesota,rice",17464,17402,820
"minnesota,rock",3583,1556,101
"minnesota,roseau",6065,2188,168
"minnesota,st. louis",49017,67704,2810
"minnesota,scott",45872,40040,2053
"minnesota,sherburne",36222,18065,1325
"minnesota,sibley",5864,2417,171
"minnesota,stearns",50959,31879,1997
"minnesota,steele",12656,7917,555
"minnesota,stevens",3044,1922,119
"minnesota,swift",3316,1784,93
"minnesota,todd",9753,3286,218
"minnesota,traverse",1172,661,31
"minnesota,wabasha",8153,4696,274
"minnesota,wadena",5520,2023,134
"minnesota,waseca",6624,3496,269
"minnesota,washington",73764,89165,3857
"minnesota,watonwan",3103,1987,111
"minnesota,wilkin",2328,1026,76
"minnesota,winona",13227,13333,613
"minnesota,wright",51973,28430,2023
"minnesota,yellow medicine",3734,1688,106
"mississippi,adams",5696,7917,146
"mississippi,alcorn",12818,2782,213
"mississippi,amite",4503,2620,84
"mississippi,attala",5178,3542,112
"mississippi,benton",2570,1679,43
"mississippi,bolivar",4671,8904,180
"mississippi,calhoun",4625,1902,68
"mississippi,carroll",3924,1729,52
"mississippi,chickasaw",4175,3810,163
"mississippi,choctaw",3001,1185,39
"mississippi,claiborne",603,3772,78
"mississippi,clarke",5417,2838,92
"mississippi,clay",4181,5844,181
"mississippi,coahoma",2375,6020,112
"mississippi,copiah",6250,6470,177
"mississippi,covington",5854,3416,101
"mississippi,desoto",46462,28265,1521
"mississippi,forrest",17290,13755,680
"mississippi,franklin",2923,1480,61
"mississippi,george",9713,1218,133
"mississippi,greene",4794,966,56
"mississippi,grenada",6081,4734,104
"mississippi,hancock",16132,4504,321
"mississippi,harrison",46822,27728,1315
"mississippi,hinds",25141,73550,1500
"mississippi,holmes",1369,6588,158
"mississippi,humphreys",1118,3016,55
"mississippi,issaquena",308,355,13
"mississippi,itawamba",9438,1249,139
"mississippi,jackson",36295,17375,953
"mississippi,jasper",4302,4341,99
"mississippi,jefferson",531,3327,53
"mississippi,jeff davis",2534,3599,80
"mississippi,jones",21226,8517,348
"mississippi,kemper",1787,2887,58
"mississippi,lafayette",12949,10070,462
"mississippi,lamar",20704,7340,482
"mississippi,lauderdale",17967,12960,339
"mississippi,lawrence",4285,2260,72
"mississippi,leake",5228,3897,79
"mississippi,lee",24207,12189,607
"mississippi,leflore",3129,7648,116
"mississippi,lincoln",11596,5040,182
"mississippi,lowndes",13800,13087,387
"mississippi,madison",31091,24440,804
"mississippi,marion",8273,3787,134
"mississippi,marshall",7566,8057,207
"mississippi,monroe",11177,5874,228
"mississippi,montgomery",2917,2121,40
"mississippi,neshoba",8320,3260,140
"mississippi,newton",6997,3075,117
"mississippi,noxubee",1240,4040,61
"mississippi,oktibbeha",9004,10299,509
"mississippi,panola",8060,7403,172
"mississippi,pearl river",19595,4148,313
"mississippi,perry",4500,1362,60
"mississippi,pike",8479,8646,235
"mississippi,pontotoc",11550,2614,213
"mississippi,prentiss",8370,2153,138
"mississippi,quitman",1026,2150,53
"mississippi,rankin",50895,18847,913
"mississippi,scott",6285,4330,129
"mississippi,sharkey",688,1465,30
"mississippi,simpson",7635,4037,148
"mississippi,smith",6458,1791,78
"mississippi,stone",5964,1802,112
"mississippi,sunflower",2799,6781,103
"mississippi,tallahatchie",2488,3105,98
"mississippi,tate",8707,4183,211
"mississippi,tippah",8054,1937,111
"mississippi,tishomingo",7933,1059,155
"mississippi,tunica",926,2580,59
"mississippi,union",10373,2160,150
"mississippi,walthall",4220,2835,67
"mississippi,warren",10365,10442,249
"mississippi,washington",5300,12503,222
"mississippi,wayne",6307,3624,135
"mississippi,webster",4291,1043,68
"mississippi,wilkinson",1324,2749,57
"mississippi,winston",5112,4040,92
"mississippi,yalobusha",3671,2785,82
"mississippi,yazoo",4832,5496,113
"missouri,adair",6413,3710,213
"missouri,andrew",7255,2351,146
"missouri,atchison",2199,564,51
"missouri,audrain",7732,2704,220
"missouri,barry",12425,2948,225
"missouri,barton",5168,844,65
"missouri,bates",6597,1672,147
"missouri,benton",8109,2180,187
"missouri,bollinger",5167,750,70
"missouri,boone",38646,50064,2458
"missouri,buchanan",22450,13445,703
